t,vs,s
0.5300000000000004,0.00488818673695879,0.0029339746837743264
0.5310000000000004,0.004883581755496693,0.0029388628705112854
0.5320000000000004,0.004878989764114035,0.0029437464522667823
0.5330000000000004,0.004874410701853114,0.0029486254420308966
0.5340000000000004,0.004869844508155951,0.0029534998527327495
0.5350000000000004,0.004865291122860929,0.0029583696972409054
0.5360000000000004,0.004860750486199457,0.002963234988363766
0.5370000000000004,0.004856222538792682,0.0029680957388499656
0.5380000000000004,0.004851707221648222,0.0029729519613887583
0.5390000000000004,0.004847204476156942,0.0029778036686104064
0.5400000000000004,0.004842714244089758,0.0029826508730865634
0.5410000000000004,0.00483823646759447,0.002987493587330653
0.5420000000000004,0.004833771089192639,0.0029923318237982475
0.5430000000000004,0.004829318051776482,0.00299716559488744
0.5440000000000004,0.004824877298605807,0.0030019949129392164
0.5450000000000004,0.004820448773304975,0.003006819790237822
0.5460000000000004,0.004816032419859899,0.003011640239011127
0.5470000000000004,0.004811628182615057,0.003016456271430987
0.5480000000000004,0.004807236006270562,0.003021267899613602
0.5490000000000004,0.004802855835879229,0.0030260751356198726
0.5500000000000004,0.004798487616843705,0.0030308779914557517
0.5510000000000004,0.004794131294913593,0.0030356764790725956
0.5520000000000004,0.004789786816182638,0.003040470610367509
0.5530000000000004,0.004785454127085912,0.003045260397183692
0.5540000000000004,0.004781133174397055,0.003050045851310778
0.5550000000000004,0.00477682390522551,0.003054826984485175
0.5560000000000004,0.004772526267013822,0.0030596038083904003
0.5570000000000004,0.0047682402075349345,0.0030643763346574144
0.5580000000000004,0.004763965674889529,0.0030691445748649493
0.5590000000000004,0.004759702617503379,0.0030739085405398388
0.5600000000000004,0.004755450984124749,0.003078668243157342
0.5610000000000004,0.004751210723821791,0.0030834236941414666
0.5620000000000004,0.004746981785979995,0.0030881749048652886
0.5630000000000004,0.004742764120299638,0.0030929218866512687
0.5640000000000004,0.004738557676793292,0.003097664650771568
0.5650000000000004,0.004734362405783313,0.0031024032084483615
0.5660000000000004,0.0047301782578993866,0.003107137570854145
0.5670000000000004,0.004726005184076094,0.0031118677491120445
0.5680000000000004,0.004721843135550488,0.0031165937542961208
0.5690000000000004,0.004717692063859696,0.0031213155974316713
0.5700000000000004,0.004713551920838561,0.003126033289495531
0.5710000000000004,0.004709422658617286,0.0031307468414163695
0.5720000000000004,0.004705304229619113,0.0031354562640749867
0.5730000000000004,0.004701196586558019,0.003140161568304606
0.5740000000000004,0.0046970996824364335,0.003144862764891164
0.5750000000000004,0.004693013470542987,0.0031495598645736003
